date_time,site,variable,value
2022-04-07T23:30:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T23:30:00Z,Kalauhaihai,mv,-22.47
2022-04-07T23:30:00Z,Kalauhaihai,pH,7.23
2022-04-07T23:40:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T23:40:00Z,Kalauhaihai,mv,-22.5
2022-04-07T23:40:00Z,Kalauhaihai,pH,7.23
2022-04-07T23:50:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T23:50:00Z,Kalauhaihai,mv,-22.52
2022-04-07T23:50:00Z,Kalauhaihai,pH,7.23
2022-04-08T00:00:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-08T00:00:00Z,Kalauhaihai,mv,-22.53
2022-04-08T00:00:00Z,Kalauhaihai,pH,7.23
2022-04-08T00:10:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-08T00:10:00Z,Kalauhaihai,mv,-22.56
2022-04-08T00:10:00Z,Kalauhaihai,pH,7.24
2022-04-08T00:20:00Z,Kalauhaihai,temp_celsius,22.81
2022-04-08T00:20:00Z,Kalauhaihai,mv,-22.58
2022-04-08T00:20:00Z,Kalauhaihai,pH,7.24
2022-04-08T00:30:00Z,Kalauhaihai,temp_celsius,22.81
2022-04-08T00:30:00Z,Kalauhaihai,mv,-22.59
2022-04-08T00:30:00Z,Kalauhaihai,pH,7.24
2022-04-08T00:40:00Z,Kalauhaihai,temp_celsius,22.81
2022-04-08T00:40:00Z,Kalauhaihai,mv,-22.59
2022-04-08T00:40:00Z,Kalauhaihai,pH,7.24
2022-04-08T00:50:00Z,Kalauhaihai,temp_celsius,22.79
2022-04-08T00:50:00Z,Kalauhaihai,mv,-22.61
2022-04-08T00:50:00Z,Kalauhaihai,pH,7.24
2022-04-08T01:00:00Z,Kalauhaihai,temp_celsius,22.79
2022-04-08T01:00:00Z,Kalauhaihai,mv,-22.64
2022-04-08T01:00:00Z,Kalauhaihai,pH,7.24
2022-04-08T01:10:00Z,Kalauhaihai,temp_celsius,22.79
2022-04-08T01:10:00Z,Kalauhaihai,mv,-22.66
2022-04-08T01:10:00Z,Kalauhaihai,pH,7.24
2022-04-08T01:20:00Z,Kalauhaihai,temp_celsius,22.79
2022-04-08T01:20:00Z,Kalauhaihai,mv,-22.67
2022-04-08T01:20:00Z,Kalauhaihai,pH,7.24
2022-04-08T01:30:00Z,Kalauhaihai,temp_celsius,22.76
2022-04-08T01:30:00Z,Kalauhaihai,mv,-22.67
2022-04-08T01:30:00Z,Kalauhaihai,pH,7.24
2022-04-08T01:40:00Z,Kalauhaihai,temp_celsius,22.76
2022-04-08T01:40:00Z,Kalauhaihai,mv,-22.69
2022-04-08T01:40:00Z,Kalauhaihai,pH,7.24
2022-04-08T01:50:00Z,Kalauhaihai,temp_celsius,22.74
2022-04-08T01:50:00Z,Kalauhaihai,mv,-22.7
2022-04-08T01:50:00Z,Kalauhaihai,pH,7.24
2022-04-08T02:00:00Z,Kalauhaihai,temp_celsius,22.74
