"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2023/02/25","11:12","0.62","-","0.71"
"2023/02/25","11:18","0.607","-","0.68"
"2023/02/25","11:24","0.596","-","0.69"
"2023/02/25","11:30","0.585","-","0.67"
"2023/02/25","11:36","0.575","-","0.68"
"2023/02/25","11:42","0.566","-","0.68"
"2023/02/25","11:48","0.559","-","0.67"
"2023/02/25","11:54","0.552","-","0.65"
"2023/02/25","12:00","0.546","-","0.66"
"2023/02/25","12:06","0.541","-","0.64"
"2023/02/25","12:12","0.537","-","0.64"
"2023/02/25","12:18","0.534","-","0.66"
"2023/02/25","12:24","0.532","-","0.67"
"2023/02/25","12:30","0.531","-","0.68"
"2023/02/25","12:36","0.531","-","0.63"
"2023/02/25","12:42","0.532","-","0.66"
"2023/02/25","12:48","0.534","-","0.69"
"2023/02/25","12:54","0.536","-","0.67"
"2023/02/25","13:00","0.54","-","0.66"
"2023/02/25","13:06","0.544","-","0.69"
"2023/02/25","13:12","0.55","-","0.71"
"2023/02/25","13:18","0.556","-","0.67"
"2023/02/25","13:24","0.562","-","0.68"
"2023/02/25","13:30","0.57","-","0.7"
"2023/02/25","13:36","0.578","-","0.73"
"2023/02/25","13:42","0.586","-","0.7"
"2023/02/25","13:48","0.595","-","0.72"
"2023/02/25","13:54","0.605","-","0.75"
"2023/02/25","14:00","0.615","-","0.74"
"2023/02/25","14:06","0.625","-","0.71"
"2023/02/25","14:12","0.636","-","0.71"
"2023/02/25","14:18","0.647","-","0.73"
"2023/02/25","14:24","0.658","-","0.76"
"2023/02/25","14:30","0.669","-","0.74"
"2023/02/25","14:36","0.68","-","0.75"
"2023/02/25","14:42","0.691","-","0.78"
"2023/02/25","14:48","0.703","-","0.77"
"2023/02/25","14:54","0.714","-","0.77"
"2023/02/25","15:00","0.725","-","0.77"
"2023/02/25","15:06","0.736","-","0.8"
"2023/02/25","15:12","0.746","-","0.8"
"2023/02/25","15:18","0.757","-","0.82"
"2023/02/25","15:24","0.767","-","0.84"
"2023/02/25","15:30","0.777","-","0.82"
"2023/02/25","15:36","0.786","-","0.81"
"2023/02/25","15:42","0.795","-","0.8"
"2023/02/25","15:48","0.804","-","0.82"
"2023/02/25","15:54","0.812","-","0.85"
"2023/02/25","16:00","0.82","-","0.86"
"2023/02/25","16:06","0.827","-","0.87"
"2023/02/25","16:12","0.833","-","0.86"
"2023/02/25","16:18","0.839","-","0.87"
"2023/02/25","16:24","0.845","-","0.86"
"2023/02/25","16:30","0.85","-","0.86"
"2023/02/25","16:36","0.854","-","0.85"
"2023/02/25","16:42","0.857","-","0.85"
"2023/02/25","16:48","0.86","-","0.8"
"2023/02/25","16:54","0.863","-","0.78"
"2023/02/25","17:00","0.864","-","0.82"
"2023/02/25","17:06","0.865","-","0.79"
"2023/02/25","17:12","0.865","-","0.8"
"2023/02/25","17:18","0.864","-","0.8"
"2023/02/25","17:24","0.862","-","0.78"
"2023/02/25","17:30","0.86","-","0.75"
"2023/02/25","17:36","0.856","-","0.77"
"2023/02/25","17:42","0.852","-","0.78"
"2023/02/25","17:48","0.847","-","0.76"
"2023/02/25","17:54","0.841","-","0.76"
"2023/02/25","18:00","0.835","-","0.75"
"2023/02/25","18:06","0.827","-","0.77"
"2023/02/25","18:12","0.818","-","0.75"
"2023/02/25","18:18","0.809","-","0.71"
"2023/02/25","18:24","0.798","-","0.72"
"2023/02/25","18:30","0.787","-","0.7"
"2023/02/25","18:36","0.775","-","0.69"
"2023/02/25","18:42","0.762","-","0.64"
"2023/02/25","18:48","0.748","-","0.65"
"2023/02/25","18:54","0.733","-","0.64"
"2023/02/25","19:00","0.718","-","0.62"
"2023/02/25","19:06","0.701","-","0.65"
"2023/02/25","19:12","0.684","-","0.57"
"2023/02/25","19:18","0.666","-","0.56"
"2023/02/25","19:24","0.648","-","0.58"
"2023/02/25","19:30","0.628","-","0.58"
"2023/02/25","19:36","0.609","-","0.54"
"2023/02/25","19:42","0.588","-","0.51"
"2023/02/25","19:48","0.567","-","0.51"
"2023/02/25","19:54","0.546","-","0.47"
"2023/02/25","20:00","0.524","-","0.47"
"2023/02/25","20:06","0.502","-","0.45"
"2023/02/25","20:12","0.479","-","0.43"
"2023/02/25","20:18","0.457","-","0.39"
"2023/02/25","20:24","0.434","-","0.39"
"2023/02/25","20:30","0.411","-","0.36"
"2023/02/25","20:36","0.388","-","0.34"
"2023/02/25","20:42","0.365","-","0.3"
"2023/02/25","20:48","0.342","-","0.29"
"2023/02/25","20:54","0.32","-","0.3"
"2023/02/25","21:00","0.297","-","0.23"
"2023/02/25","21:06","0.275","-","0.19"
"2023/02/25","21:12","0.253","-","0.15"
"2023/02/25","21:18","0.232","-","0.12"
"2023/02/25","21:24","0.211","-","0.1"
"2023/02/25","21:30","0.19","-","0.08"
"2023/02/25","21:36","0.171","-","0.06"
"2023/02/25","21:42","0.151","-","0.08"
"2023/02/25","21:48","0.133","-","0.01"
"2023/02/25","21:54","0.115","-","0"
"2023/02/25","22:00","0.097","-","0"
"2023/02/25","22:06","0.081","-","0.01"
"2023/02/25","22:12","0.065","-","-0.06"
"2023/02/25","22:18","0.05","-","-0.03"
"2023/02/25","22:24","0.037","-","-0.02"
"2023/02/25","22:30","0.024","-","-0.06"
"2023/02/25","22:36","0.012","-","-0.06"
"2023/02/25","22:42","0.001","-","-0.04"
"2023/02/25","22:48","-0.009","-","-0.05"
"2023/02/25","22:54","-0.018","-","-0.09"
"2023/02/25","23:00","-0.026","-","-0.08"
"2023/02/25","23:06","-0.033","-","-0.06"
"2023/02/25","23:12","-0.039","-","-0.09"
"2023/02/25","23:18","-0.043","-","-0.06"
"2023/02/25","23:24","-0.046","-","-0.11"
"2023/02/25","23:30","-0.048","-","-0.06"
"2023/02/25","23:36","-0.049","-","-0.06"
"2023/02/25","23:42","-0.049","-","-0.01"
"2023/02/25","23:48","-0.047","-","-0.04"
"2023/02/25","23:54","-0.044","-","-0.03"
"2023/02/26","00:00","-0.04","-","-0.02"
"2023/02/26","00:06","-0.035","-","-0.01"
"2023/02/26","00:12","-0.028","-","-0.02"
"2023/02/26","00:18","-0.02","-","0"
"2023/02/26","00:24","-0.011","-","0.08"
"2023/02/26","00:30","0","-","0.08"
"2023/02/26","00:36","0.011","-","0.08"
"2023/02/26","00:42","0.025","-","0.07"
"2023/02/26","00:48","0.039","-","0.09"
"2023/02/26","00:54","0.054","-","0.08"
"2023/02/26","01:00","0.071","-","0.1"
"2023/02/26","01:06","0.089","-","0.13"
"2023/02/26","01:12","0.108","-","0.18"
"2023/02/26","01:18","0.128","-","0.17"
"2023/02/26","01:24","0.15","-","0.21"
"2023/02/26","01:30","0.172","-","0.24"
"2023/02/26","01:36","0.195","-","0.25"
"2023/02/26","01:42","0.22","-","0.26"
"2023/02/26","01:48","0.245","-","0.26"
"2023/02/26","01:54","0.271","-","0.3"
"2023/02/26","02:00","0.298","-","0.32"
"2023/02/26","02:06","0.325","-","0.32"
"2023/02/26","02:12","0.354","-","0.36"
"2023/02/26","02:18","0.382","-","0.44"
"2023/02/26","02:24","0.412","-","0.43"
"2023/02/26","02:30","0.442","-","0.44"
"2023/02/26","02:36","0.472","-","0.46"
"2023/02/26","02:42","0.502","-","0.51"
"2023/02/26","02:48","0.533","-","0.54"
"2023/02/26","02:54","0.565","-","0.55"
"2023/02/26","03:00","0.596","-","0.59"
"2023/02/26","03:06","0.627","-","0.65"
"2023/02/26","03:12","0.659","-","0.66"
"2023/02/26","03:18","0.691","-","0.69"
"2023/02/26","03:24","0.722","-","0.71"
"2023/02/26","03:30","0.753","-","0.73"
"2023/02/26","03:36","0.785","-","0.76"
"2023/02/26","03:42","0.816","-","0.78"
"2023/02/26","03:48","0.847","-","0.82"
"2023/02/26","03:54","0.877","-","0.9"
"2023/02/26","04:00","0.907","-","0.89"
"2023/02/26","04:06","0.937","-","0.91"
"2023/02/26","04:12","0.967","-","0.94"
"2023/02/26","04:18","0.996","-","0.98"
"2023/02/26","04:24","1.024","-","0.97"
"2023/02/26","04:30","1.052","-","1.01"
"2023/02/26","04:36","1.08","-","1.04"
"2023/02/26","04:42","1.106","-","1.07"
"2023/02/26","04:48","1.133","-","1.11"
"2023/02/26","04:54","1.158","-","1.09"
"2023/02/26","05:00","1.183","-","1.12"
"2023/02/26","05:06","1.208","-","1.16"
"2023/02/26","05:12","1.231","-","1.18"
"2023/02/26","05:18","1.254","-","1.19"
"2023/02/26","05:24","1.276","-","1.24"
"2023/02/26","05:30","1.297","-","1.24"
"2023/02/26","05:36","1.317","-","1.26"
"2023/02/26","05:42","1.337","-","1.29"
"2023/02/26","05:48","1.355","-","1.31"
"2023/02/26","05:54","1.373","-","1.31"
"2023/02/26","06:00","1.39","-","1.32"
"2023/02/26","06:06","1.405","-","1.32"
"2023/02/26","06:12","1.42","-","1.37"
"2023/02/26","06:18","1.433","-","1.32"
"2023/02/26","06:24","1.446","-","1.31"
"2023/02/26","06:30","1.457","-","1.41"
"2023/02/26","06:36","1.467","-","1.35"
"2023/02/26","06:42","1.476","-","1.36"
"2023/02/26","06:48","1.484","-","1.39"
"2023/02/26","06:54","1.491","-","1.4"
"2023/02/26","07:00","1.496","-","1.35"
"2023/02/26","07:06","1.5","-","1.34"
"2023/02/26","07:12","1.503","-","1.39"
"2023/02/26","07:18","1.505","-","1.39"
"2023/02/26","07:24","1.506","-","1.36"
"2023/02/26","07:30","1.505","-","1.38"
"2023/02/26","07:36","1.504","-","1.38"
"2023/02/26","07:42","1.501","-","1.34"
"2023/02/26","07:48","1.497","-","1.31"
"2023/02/26","07:54","1.492","-","1.32"
"2023/02/26","08:00","1.485","-","1.31"
"2023/02/26","08:06","1.478","-","1.29"
"2023/02/26","08:12","1.469","-","1.32"
"2023/02/26","08:18","1.46","-","1.31"
"2023/02/26","08:24","1.45","-","1.27"
"2023/02/26","08:30","1.438","-","1.26"
"2023/02/26","08:36","1.426","-","1.25"
"2023/02/26","08:42","1.413","-","1.24"
"2023/02/26","08:48","1.399","-","1.21"
"2023/02/26","08:54","1.384","-","1.2"
"2023/02/26","09:00","1.369","-","1.21"
"2023/02/26","09:06","1.353","-","1.19"
"2023/02/26","09:12","1.336","-","1.14"
"2023/02/26","09:18","1.319","-","1.19"
"2023/02/26","09:24","1.301","-","1.15"
"2023/02/26","09:30","1.283","-","1.15"
"2023/02/26","09:36","1.264","-","1.13"
"2023/02/26","09:42","1.245","-","1.13"
"2023/02/26","09:48","1.226","-","1.12"
"2023/02/26","09:54","1.206","-","1.09"
"2023/02/26","10:00","1.187","-","1.07"
"2023/02/26","10:06","1.166","-","1.07"
"2023/02/26","10:12","1.146","-","1.07"
"2023/02/26","10:18","1.126","-","1.02"
"2023/02/26","10:24","1.105","-","1.02"
"2023/02/26","10:30","1.085","-","1"
"2023/02/26","10:36","1.064","-","0.99"
"2023/02/26","10:42","1.044","-","0.96"
"2023/02/26","10:48","1.023","-","0.95"
"2023/02/26","10:54","1.003","-","0.94"
"2023/02/26","11:00","0.983","-","0.93"
"2023/02/26","11:06","0.963","-","0.87"
"2023/02/26","11:12","0.943","-","0.88"
"2023/02/26","11:18","0.924","-","0.88"
"2023/02/26","11:24","0.904","-","0.84"
"2023/02/26","11:30","0.885","-","0.83"
"2023/02/26","11:36","0.867","-","0.84"
"2023/02/26","11:42","0.848","-","0.82"
"2023/02/26","11:48","0.83","-","0.79"
"2023/02/26","11:54","0.813","-","0.79"
"2023/02/26","12:00","0.796","-","0.79"
"2023/02/26","12:06","0.779","-","0.77"
"2023/02/26","12:12","0.763","-","0.75"
"2023/02/26","12:18","0.748","-","0.75"
"2023/02/26","12:24","0.733","-","0.75"
"2023/02/26","12:30","0.719","-","0.72"
"2023/02/26","12:36","0.705","-","0.69"
"2023/02/26","12:42","0.692","-","0.69"
"2023/02/26","12:48","0.679","-","0.69"
"2023/02/26","12:54","0.668","-","0.69"
"2023/02/26","13:00","0.656","-","0.67"
"2023/02/26","13:06","0.646","-","0.67"
"2023/02/26","13:12","0.636","-","0.66"
"2023/02/26","13:18","0.627","-","0.64"
"2023/02/26","13:24","0.619","-","0.64"
"2023/02/26","13:30","0.611","-","0.65"
"2023/02/26","13:36","0.605","-","0.63"
"2023/02/26","13:42","0.598","-","0.65"
"2023/02/26","13:48","0.593","-","0.67"
"2023/02/26","13:54","0.588","-","0.68"
"2023/02/26","14:00","0.584","-","0.66"
"2023/02/26","14:06","0.58","-","0.67"
"2023/02/26","14:12","0.577","-","0.66"
"2023/02/26","14:18","0.574","-","0.67"
"2023/02/26","14:24","0.572","-","0.69"
"2023/02/26","14:30","0.571","-","0.69"
"2023/02/26","14:36","0.57","-","0.68"
"2023/02/26","14:42","0.569","-","0.68"
"2023/02/26","14:48","0.569","-","0.68"
"2023/02/26","14:54","0.569","-","0.65"
"2023/02/26","15:00","0.569","-","0.67"
"2023/02/26","15:06","0.57","-","0.65"
"2023/02/26","15:12","0.571","-","0.67"
"2023/02/26","15:18","0.572","-","0.67"
"2023/02/26","15:24","0.574","-","0.65"
"2023/02/26","15:30","0.575","-","0.67"
"2023/02/26","15:36","0.577","-","0.67"
"2023/02/26","15:42","0.578","-","0.65"
"2023/02/26","15:48","0.58","-","0.65"
"2023/02/26","15:54","0.582","-","0.66"
"2023/02/26","16:00","0.584","-","0.65"
"2023/02/26","16:06","0.586","-","0.65"
"2023/02/26","16:12","0.587","-","0.65"
"2023/02/26","16:18","0.589","-","0.68"
"2023/02/26","16:24","0.591","-","0.65"
"2023/02/26","16:30","0.592","-","0.65"
"2023/02/26","16:36","0.594","-","0.65"
"2023/02/26","16:42","0.595","-","0.63"
"2023/02/26","16:48","0.596","-","0.64"
"2023/02/26","16:54","0.597","-","0.63"
"2023/02/26","17:00","0.598","-","0.6"
"2023/02/26","17:06","0.599","-","0.61"
"2023/02/26","17:12","0.6","-","0.63"
"2023/02/26","17:18","0.6","-","0.63"
"2023/02/26","17:24","0.6","-","0.59"
"2023/02/26","17:30","0.6","-","0.56"
"2023/02/26","17:36","0.6","-","0.56"
"2023/02/26","17:42","0.599","-","0.55"
"2023/02/26","17:48","0.598","-","0.55"
"2023/02/26","17:54","0.597","-","0.59"
"2023/02/26","18:00","0.596","-","0.6"
"2023/02/26","18:06","0.594","-","0.55"
"2023/02/26","18:12","0.592","-","0.52"
"2023/02/26","18:18","0.59","-","0.51"
"2023/02/26","18:24","0.587","-","0.49"
"2023/02/26","18:30","0.584","-","0.52"
"2023/02/26","18:36","0.58","-","0.51"
"2023/02/26","18:42","0.576","-","0.49"
"2023/02/26","18:48","0.572","-","0.48"
"2023/02/26","18:54","0.567","-","0.48"
"2023/02/26","19:00","0.562","-","0.46"
"2023/02/26","19:06","0.556","-","0.46"
"2023/02/26","19:12","0.55","-","0.41"
"2023/02/26","19:18","0.543","-","0.43"
"2023/02/26","19:24","0.535","-","0.42"
"2023/02/26","19:30","0.528","-","0.4"
"2023/02/26","19:36","0.519","-","0.37"
"2023/02/26","19:42","0.51","-","0.36"
"2023/02/26","19:48","0.501","-","0.37"
"2023/02/26","19:54","0.491","-","0.35"
"2023/02/26","20:00","0.481","-","0.34"
"2023/02/26","20:06","0.47","-","0.34"
"2023/02/26","20:12","0.459","-","0.33"
"2023/02/26","20:18","0.447","-","0.32"
"2023/02/26","20:24","0.435","-","0.31"
"2023/02/26","20:30","0.422","-","0.28"
"2023/02/26","20:36","0.409","-","0.27"
"2023/02/26","20:42","0.396","-","0.26"
"2023/02/26","20:48","0.383","-","0.25"
"2023/02/26","20:54","0.369","-","0.22"
"2023/02/26","21:00","0.355","-","0.22"
"2023/02/26","21:06","0.341","-","0.2"
"2023/02/26","21:12","0.326","-","0.2"
"2023/02/26","21:18","0.312","-","0.14"
"2023/02/26","21:24","0.298","-","0.15"
"2023/02/26","21:30","0.283","-","0.16"
"2023/02/26","21:36","0.269","-","0.15"
"2023/02/26","21:42","0.254","-","0.14"
"2023/02/26","21:48","0.24","-","0.15"
"2023/02/26","21:54","0.226","-","0.12"
"2023/02/26","22:00","0.212","-","0.09"
"2023/02/26","22:06","0.199","-","0.09"
"2023/02/26","22:12","0.185","-","0.08"
"2023/02/26","22:18","0.172","-","0.07"
"2023/02/26","22:24","0.16","-","0.06"
"2023/02/26","22:30","0.148","-","0.07"
"2023/02/26","22:36","0.136","-","0.04"
"2023/02/26","22:42","0.125","-","0.06"
"2023/02/26","22:48","0.114","-","0.04"
"2023/02/26","22:54","0.104","-","0.03"
"2023/02/26","23:00","0.094","-","0.04"
"2023/02/26","23:06","0.085","-","0.03"
"2023/02/26","23:12","0.076","-","0.04"
"2023/02/26","23:18","0.068","-","0.05"
"2023/02/26","23:24","0.061","-","0.05"
"2023/02/26","23:30","0.054","-","0.05"
"2023/02/26","23:36","0.049","-","0.03"
"2023/02/26","23:42","0.044","-","0.02"
"2023/02/26","23:48","0.039","-","0.02"
"2023/02/26","23:54","0.036","-","0.03"
"2023/02/27","00:00","0.033","-","0.07"
"2023/02/27","00:06","0.031","-","0.06"
"2023/02/27","00:12","0.03","-","0.06"
"2023/02/27","00:18","0.03","-","0.05"
"2023/02/27","00:24","0.031","-","0.07"
"2023/02/27","00:30","0.032","-","0.1"
"2023/02/27","00:36","0.035","-","0.1"
"2023/02/27","00:42","0.038","-","0.11"
"2023/02/27","00:48","0.043","-","0.12"
"2023/02/27","00:54","0.048","-","0.12"
"2023/02/27","01:00","0.054","-","0.15"
"2023/02/27","01:06","0.062","-","0.17"
"2023/02/27","01:12","0.07","-","0.18"
"2023/02/27","01:18","0.08","-","0.14"
"2023/02/27","01:24","0.09","-","0.17"
"2023/02/27","01:30","0.101","-","0.18"
"2023/02/27","01:36","0.114","-","0.19"
"2023/02/27","01:42","0.127","-","0.2"
"2023/02/27","01:48","0.142","-","0.23"
"2023/02/27","01:54","0.157","-","0.26"
"2023/02/27","02:00","0.173","-","0.27"
"2023/02/27","02:06","0.19","-","0.29"
"2023/02/27","02:12","0.208","-","0.3"
"2023/02/27","02:18","0.227","-","0.32"
"2023/02/27","02:24","0.247","-","0.35"
"2023/02/27","02:30","0.268","-","0.37"
"2023/02/27","02:36","0.289","-","0.37"
"2023/02/27","02:42","0.311","-","0.42"
"2023/02/27","02:48","0.334","-","0.44"
"2023/02/27","02:54","0.358","-","0.46"
"2023/02/27","03:00","0.382","-","0.45"
"2023/02/27","03:06","0.406","-","0.48"
"2023/02/27","03:12","0.432","-","0.54"
"2023/02/27","03:18","0.457","-","0.56"
"2023/02/27","03:24","0.483","-","0.56"
"2023/02/27","03:30","0.51","-","0.61"
"2023/02/27","03:36","0.537","-","0.67"
"2023/02/27","03:42","0.564","-","0.7"
"2023/02/27","03:48","0.591","-","0.7"
"2023/02/27","03:54","0.618","-","0.75"
"2023/02/27","04:00","0.646","-","0.78"
"2023/02/27","04:06","0.674","-","0.76"
"2023/02/27","04:12","0.702","-","0.82"
"2023/02/27","04:18","0.73","-","0.88"
"2023/02/27","04:24","0.758","-","0.86"
"2023/02/27","04:30","0.786","-","0.88"
"2023/02/27","04:36","0.813","-","0.94"
"2023/02/27","04:42","0.841","-","0.97"
"2023/02/27","04:48","0.869","-","0.96"
"2023/02/27","04:54","0.896","-","0.96"
"2023/02/27","05:00","0.923","-","1.02"
"2023/02/27","05:06","0.951","-","1.03"
"2023/02/27","05:12","0.977","-","1.03"
"2023/02/27","05:18","1.004","-","1.06"
"2023/02/27","05:24","1.03","-","1.08"
"2023/02/27","05:30","1.056","-","1.08"
"2023/02/27","05:36","1.082","-","1.1"
"2023/02/27","05:42","1.107","-","1.13"
"2023/02/27","05:48","1.132","-","1.13"
"2023/02/27","05:54","1.157","-","1.15"
"2023/02/27","06:00","1.181","-","1.16"
"2023/02/27","06:06","1.204","-","1.15"
"2023/02/27","06:12","1.227","-","1.19"
"2023/02/27","06:18","1.25","-","1.16"
"2023/02/27","06:24","1.272","-","1.18"
"2023/02/27","06:30","1.293","-","1.22"
"2023/02/27","06:36","1.314","-","1.22"
"2023/02/27","06:42","1.334","-","1.22"
"2023/02/27","06:48","1.354","-","1.24"
"2023/02/27","06:54","1.372","-","1.25"
"2023/02/27","07:00","1.39","-","1.26"
"2023/02/27","07:06","1.407","-","1.26"
"2023/02/27","07:12","1.424","-","1.28"
"2023/02/27","07:18","1.439","-","1.31"
"2023/02/27","07:24","1.453","-","1.29"
"2023/02/27","07:30","1.467","-","1.29"
"2023/02/27","07:36","1.479","-","1.33"
"2023/02/27","07:42","1.491","-","1.33"
"2023/02/27","07:48","1.502","-","1.31"
"2023/02/27","07:54","1.511","-","1.32"
"2023/02/27","08:00","1.519","-","1.34"
"2023/02/27","08:06","1.527","-","1.33"
"2023/02/27","08:12","1.533","-","1.33"
"2023/02/27","08:18","1.538","-","1.35"
"2023/02/27","08:24","1.542","-","1.33"
"2023/02/27","08:30","1.545","-","1.35"
"2023/02/27","08:36","1.547","-","1.3"
"2023/02/27","08:42","1.547","-","1.33"
"2023/02/27","08:48","1.547","-","1.36"
"2023/02/27","08:54","1.545","-","1.3"
"2023/02/27","09:00","1.542","-","1.34"
"2023/02/27","09:06","1.538","-","1.37"
"2023/02/27","09:12","1.533","-","1.32"
"2023/02/27","09:18","1.528","-","1.32"
"2023/02/27","09:24","1.521","-","1.33"
"2023/02/27","09:30","1.513","-","1.34"
"2023/02/27","09:36","1.504","-","1.3"
"2023/02/27","09:42","1.494","-","1.31"
"2023/02/27","09:48","1.483","-","1.39"
"2023/02/27","09:54","1.472","-","1.29"
"2023/02/27","10:00","1.459","-","1.32"
"2023/02/27","10:06","1.446","-","1.32"
"2023/02/27","10:12","1.432","-","1.27"
"2023/02/27","10:18","1.417","-","1.27"
"2023/02/27","10:24","1.402","-","1.29"
"2023/02/27","10:30","1.386","-","1.25"
"2023/02/27","10:36","1.369","-","1.25"
"2023/02/27","10:42","1.352","-","1.23"
"2023/02/27","10:48","1.334","-","1.19"
"2023/02/27","10:54","1.316","-","1.2"
"2023/02/27","11:00","1.297","-","1.16"
"2023/02/27","11:06","1.278","-","1.14"
"2023/02/27","11:12","1.258","-","1.16"
"2023/02/27","11:18","1.238","-","1.14"
"2023/02/27","11:24","1.218","-","1.11"
"2023/02/27","11:30","1.197","-","1.11"
"2023/02/27","11:36","1.176","-","1.06"
"2023/02/27","11:42","1.155","-","1.08"
"2023/02/27","11:48","1.134","-","1.05"
"2023/02/27","11:54","1.112","-","1.04"
"2023/02/27","12:00","1.09","-","1.05"
"2023/02/27","12:06","1.069","-","1.04"
"2023/02/27","12:12","1.047","-","1.01"
"2023/02/27","12:18","1.025","-","0.96"
"2023/02/27","12:24","1.003","-","0.98"
"2023/02/27","12:30","0.981","-","0.95"
"2023/02/27","12:36","0.959","-","0.96"
"2023/02/27","12:42","0.938","-","0.96"
"2023/02/27","12:48","0.916","-","0.95"
"2023/02/27","12:54","0.895","-","0.97"
"2023/02/27","13:00","0.874","-","0.92"
"2023/02/27","13:06","0.853","-","0.89"
"2023/02/27","13:12","0.832","-","0.87"
"2023/02/27","13:18","0.812","-","0.87"
"2023/02/27","13:24","0.792","-","0.85"
"2023/02/27","13:30","0.773","-","0.88"
"2023/02/27","13:36","0.754","-","0.86"
"2023/02/27","13:42","0.735","-","0.81"
"2023/02/27","13:48","0.717","-","0.84"
"2023/02/27","13:54","0.7","-","0.8"
"2023/02/27","14:00","0.683","-","0.79"
"2023/02/27","14:06","0.666","-","0.8"
"2023/02/27","14:12","0.65","-","0.81"
"2023/02/27","14:18","0.635","-","0.77"
"2023/02/27","14:24","0.62","-","0.74"
"2023/02/27","14:30","0.606","-","0.76"
"2023/02/27","14:36","0.592","-","0.73"
"2023/02/27","14:42","0.579","-","0.74"
"2023/02/27","14:48","0.567","-","0.7"
"2023/02/27","14:54","0.555","-","0.69"
"2023/02/27","15:00","0.543","-","0.7"
"2023/02/27","15:06","0.533","-","0.67"
"2023/02/27","15:12","0.523","-","0.67"
"2023/02/27","15:18","0.513","-","0.57"
"2023/02/27","15:24","0.504","-","0.56"
"2023/02/27","15:30","0.495","-","0.61"
"2023/02/27","15:36","0.487","-","0.58"
"2023/02/27","15:42","0.479","-","0.56"
