"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2023/02/22","22:54","-0.153","-","-0.08"
"2023/02/22","23:00","-0.136","-","-0.11"
"2023/02/22","23:06","-0.117","-","-0.07"
"2023/02/22","23:12","-0.096","-","-0.05"
"2023/02/22","23:18","-0.073","-","-0.06"
"2023/02/22","23:24","-0.048","-","-0.05"
"2023/02/22","23:30","-0.022","-","-0.04"
"2023/02/22","23:36","0.005","-","0"
"2023/02/22","23:42","0.034","-","0.02"
"2023/02/22","23:48","0.064","-","0.03"
"2023/02/22","23:54","0.096","-","0.06"
"2023/02/23","00:00","0.129","-","0.08"
"2023/02/23","00:06","0.163","-","0.12"
"2023/02/23","00:12","0.198","-","0.14"
"2023/02/23","00:18","0.233","-","0.15"
"2023/02/23","00:24","0.27","-","0.21"
"2023/02/23","00:30","0.307","-","0.22"
"2023/02/23","00:36","0.345","-","0.28"
"2023/02/23","00:42","0.383","-","0.28"
"2023/02/23","00:48","0.422","-","0.34"
"2023/02/23","00:54","0.46","-","0.36"
"2023/02/23","01:00","0.499","-","0.4"
"2023/02/23","01:06","0.539","-","0.46"
"2023/02/23","01:12","0.578","-","0.5"
"2023/02/23","01:18","0.617","-","0.54"
"2023/02/23","01:24","0.655","-","0.57"
"2023/02/23","01:30","0.694","-","0.64"
"2023/02/23","01:36","0.732","-","0.65"
"2023/02/23","01:42","0.769","-","0.69"
"2023/02/23","01:48","0.806","-","0.68"
"2023/02/23","01:54","0.843","-","0.74"
"2023/02/23","02:00","0.878","-","0.79"
"2023/02/23","02:06","0.913","-","0.85"
"2023/02/23","02:12","0.947","-","0.85"
"2023/02/23","02:18","0.98","-","0.89"
"2023/02/23","02:24","1.012","-","0.91"
"2023/02/23","02:30","1.042","-","0.97"
"2023/02/23","02:36","1.072","-","0.99"
"2023/02/23","02:42","1.1","-","1.03"
"2023/02/23","02:48","1.127","-","1.06"
"2023/02/23","02:54","1.153","-","1.09"
"2023/02/23","03:00","1.177","-","1.12"
"2023/02/23","03:06","1.2","-","1.17"
"2023/02/23","03:12","1.221","-","1.18"
"2023/02/23","03:18","1.24","-","1.23"
"2023/02/23","03:24","1.258","-","1.22"
"2023/02/23","03:30","1.274","-","1.25"
"2023/02/23","03:36","1.289","-","1.24"
"2023/02/23","03:42","1.301","-","1.34"
"2023/02/23","03:48","1.312","-","1.36"
"2023/02/23","03:54","1.321","-","1.3"
"2023/02/23","04:00","1.328","-","1.33"
"2023/02/23","04:06","1.333","-","1.41"
"2023/02/23","04:12","1.336","-","1.35"
"2023/02/23","04:18","1.338","-","1.39"
"2023/02/23","04:24","1.337","-","1.41"
"2023/02/23","04:30","1.335","-","1.37"
"2023/02/23","04:36","1.33","-","1.4"
"2023/02/23","04:42","1.324","-","1.38"
"2023/02/23","04:48","1.316","-","1.39"
"2023/02/23","04:54","1.306","-","1.38"
"2023/02/23","05:00","1.294","-","1.38"
"2023/02/23","05:06","1.28","-","1.36"
"2023/02/23","05:12","1.265","-","1.35"
"2023/02/23","05:18","1.248","-","1.35"
"2023/02/23","05:24","1.23","-","1.29"
"2023/02/23","05:30","1.21","-","1.28"
"2023/02/23","05:36","1.189","-","1.26"
"2023/02/23","05:42","1.166","-","1.22"
"2023/02/23","05:48","1.142","-","1.19"
"2023/02/23","05:54","1.117","-","1.15"
"2023/02/23","06:00","1.09","-","1.15"
"2023/02/23","06:06","1.063","-","1.1"
"2023/02/23","06:12","1.035","-","1.07"
"2023/02/23","06:18","1.006","-","1.04"
"2023/02/23","06:24","0.976","-","0.99"
"2023/02/23","06:30","0.945","-","0.96"
"2023/02/23","06:36","0.914","-","0.97"
"2023/02/23","06:42","0.883","-","0.86"
"2023/02/23","06:48","0.851","-","0.91"
"2023/02/23","06:54","0.819","-","0.83"
"2023/02/23","07:00","0.787","-","0.82"
"2023/02/23","07:06","0.754","-","0.72"
"2023/02/23","07:12","0.722","-","0.73"
"2023/02/23","07:18","0.69","-","0.68"
"2023/02/23","07:24","0.658","-","0.66"
"2023/02/23","07:30","0.627","-","0.64"
"2023/02/23","07:36","0.596","-","0.62"
"2023/02/23","07:42","0.565","-","0.58"
"2023/02/23","07:48","0.535","-","0.58"
"2023/02/23","07:54","0.506","-","0.54"
"2023/02/23","08:00","0.477","-","0.52"
"2023/02/23","08:06","0.449","-","0.46"
"2023/02/23","08:12","0.422","-","0.45"
"2023/02/23","08:18","0.396","-","0.45"
"2023/02/23","08:24","0.371","-","0.45"
"2023/02/23","08:30","0.347","-","0.4"
"2023/02/23","08:36","0.324","-","0.4"
"2023/02/23","08:42","0.302","-","0.38"
"2023/02/23","08:48","0.282","-","0.36"
"2023/02/23","08:54","0.263","-","0.35"
"2023/02/23","09:00","0.245","-","0.37"
"2023/02/23","09:06","0.229","-","0.36"
"2023/02/23","09:12","0.214","-","0.34"
"2023/02/23","09:18","0.2","-","0.32"
"2023/02/23","09:24","0.188","-","0.34"
"2023/02/23","09:30","0.178","-","0.3"
"2023/02/23","09:36","0.169","-","0.28"
"2023/02/23","09:42","0.161","-","0.3"
"2023/02/23","09:48","0.156","-","0.34"
"2023/02/23","09:54","0.152","-","0.3"
"2023/02/23","10:00","0.15","-","0.3"
"2023/02/23","10:06","0.149","-","0.31"
"2023/02/23","10:12","0.151","-","0.31"
"2023/02/23","10:18","0.154","-","0.29"
"2023/02/23","10:24","0.158","-","0.32"
"2023/02/23","10:30","0.165","-","0.29"
"2023/02/23","10:36","0.173","-","0.3"
"2023/02/23","10:42","0.183","-","0.31"
"2023/02/23","10:48","0.195","-","0.34"
"2023/02/23","10:54","0.208","-","0.32"
"2023/02/23","11:00","0.223","-","0.34"
"2023/02/23","11:06","0.24","-","0.38"
"2023/02/23","11:12","0.258","-","0.35"
"2023/02/23","11:18","0.278","-","0.4"
"2023/02/23","11:24","0.299","-","0.43"
"2023/02/23","11:30","0.321","-","0.4"
"2023/02/23","11:36","0.345","-","0.42"
"2023/02/23","11:42","0.371","-","0.44"
"2023/02/23","11:48","0.397","-","0.5"
"2023/02/23","11:54","0.425","-","0.52"
"2023/02/23","12:00","0.454","-","0.54"
"2023/02/23","12:06","0.483","-","0.56"
"2023/02/23","12:12","0.514","-","0.61"
"2023/02/23","12:18","0.546","-","0.64"
"2023/02/23","12:24","0.578","-","0.65"
"2023/02/23","12:30","0.611","-","0.73"
"2023/02/23","12:36","0.644","-","0.73"
"2023/02/23","12:42","0.678","-","0.79"
"2023/02/23","12:48","0.712","-","0.82"
"2023/02/23","12:54","0.747","-","0.88"
"2023/02/23","13:00","0.781","-","0.88"
"2023/02/23","13:06","0.816","-","0.93"
"2023/02/23","13:12","0.851","-","0.95"
"2023/02/23","13:18","0.885","-","0.97"
"2023/02/23","13:24","0.92","-","1.02"
"2023/02/23","13:30","0.954","-","1.07"
"2023/02/23","13:36","0.988","-","1.06"
"2023/02/23","13:42","1.021","-","1.11"
"2023/02/23","13:48","1.054","-","1.13"
"2023/02/23","13:54","1.086","-","1.15"
"2023/02/23","14:00","1.117","-","1.18"
"2023/02/23","14:06","1.148","-","1.23"
"2023/02/23","14:12","1.178","-","1.27"
"2023/02/23","14:18","1.207","-","1.26"
"2023/02/23","14:24","1.234","-","1.27"
"2023/02/23","14:30","1.261","-","1.34"
"2023/02/23","14:36","1.287","-","1.34"
"2023/02/23","14:42","1.311","-","1.34"
"2023/02/23","14:48","1.334","-","1.37"
"2023/02/23","14:54","1.356","-","1.42"
"2023/02/23","15:00","1.377","-","1.4"
"2023/02/23","15:06","1.396","-","1.41"
"2023/02/23","15:12","1.413","-","1.46"
"2023/02/23","15:18","1.429","-","1.45"
"2023/02/23","15:24","1.444","-","1.41"
"2023/02/23","15:30","1.456","-","1.44"
"2023/02/23","15:36","1.467","-","1.46"
"2023/02/23","15:42","1.477","-","1.45"
"2023/02/23","15:48","1.484","-","1.44"
"2023/02/23","15:54","1.49","-","1.47"
"2023/02/23","16:00","1.493","-","1.43"
"2023/02/23","16:06","1.495","-","1.44"
"2023/02/23","16:12","1.495","-","1.42"
"2023/02/23","16:18","1.494","-","1.44"
"2023/02/23","16:24","1.49","-","1.44"
"2023/02/23","16:30","1.484","-","1.4"
"2023/02/23","16:36","1.476","-","1.43"
"2023/02/23","16:42","1.467","-","1.44"
"2023/02/23","16:48","1.455","-","1.42"
"2023/02/23","16:54","1.442","-","1.44"
"2023/02/23","17:00","1.426","-","1.41"
"2023/02/23","17:06","1.409","-","1.38"
"2023/02/23","17:12","1.39","-","1.38"
"2023/02/23","17:18","1.369","-","1.35"
"2023/02/23","17:24","1.346","-","1.37"
"2023/02/23","17:30","1.322","-","1.33"
"2023/02/23","17:36","1.296","-","1.3"
"2023/02/23","17:42","1.268","-","1.31"
"2023/02/23","17:48","1.239","-","1.26"
"2023/02/23","17:54","1.208","-","1.22"
"2023/02/23","18:00","1.176","-","1.21"
"2023/02/23","18:06","1.143","-","1.17"
"2023/02/23","18:12","1.109","-","1.14"
"2023/02/23","18:18","1.073","-","1.11"
"2023/02/23","18:24","1.037","-","1.1"
"2023/02/23","18:30","0.999","-","1.06"
"2023/02/23","18:36","0.961","-","0.99"
"2023/02/23","18:42","0.922","-","0.98"
"2023/02/23","18:48","0.882","-","0.93"
"2023/02/23","18:54","0.842","-","0.92"
"2023/02/23","19:00","0.801","-","0.87"
"2023/02/23","19:06","0.76","-","0.84"
"2023/02/23","19:12","0.719","-","0.8"
"2023/02/23","19:18","0.678","-","0.76"
"2023/02/23","19:24","0.637","-","0.73"
"2023/02/23","19:30","0.596","-","0.7"
"2023/02/23","19:36","0.555","-","0.66"
"2023/02/23","19:42","0.515","-","0.61"
"2023/02/23","19:48","0.475","-","0.56"
"2023/02/23","19:54","0.435","-","0.51"
"2023/02/23","20:00","0.396","-","0.48"
"2023/02/23","20:06","0.358","-","0.43"
"2023/02/23","20:12","0.321","-","0.39"
"2023/02/23","20:18","0.284","-","0.37"
"2023/02/23","20:24","0.248","-","0.33"
"2023/02/23","20:30","0.213","-","0.28"
"2023/02/23","20:36","0.18","-","0.23"
"2023/02/23","20:42","0.147","-","0.17"
"2023/02/23","20:48","0.116","-","0.17"
"2023/02/23","20:54","0.086","-","0.15"
"2023/02/23","21:00","0.057","-","0.1"
"2023/02/23","21:06","0.03","-","0.09"
"2023/02/23","21:12","0.004","-","0.06"
"2023/02/23","21:18","-0.021","-","0.03"
"2023/02/23","21:24","-0.043","-","0"
"2023/02/23","21:30","-0.064","-","-0.02"
"2023/02/23","21:36","-0.084","-","-0.01"
"2023/02/23","21:42","-0.102","-","-0.03"
"2023/02/23","21:48","-0.118","-","-0.04"
"2023/02/23","21:54","-0.132","-","-0.06"
"2023/02/23","22:00","-0.145","-","-0.01"
"2023/02/23","22:06","-0.155","-","-0.08"
"2023/02/23","22:12","-0.164","-","-0.11"
"2023/02/23","22:18","-0.171","-","-0.09"
"2023/02/23","22:24","-0.176","-","-0.05"
"2023/02/23","22:30","-0.179","-","-0.08"
"2023/02/23","22:36","-0.18","-","-0.08"
"2023/02/23","22:42","-0.179","-","-0.06"
"2023/02/23","22:48","-0.177","-","-0.03"
"2023/02/23","22:54","-0.172","-","-0.08"
"2023/02/23","23:00","-0.165","-","-0.06"
"2023/02/23","23:06","-0.157","-","-0.01"
"2023/02/23","23:12","-0.146","-","-0.02"
"2023/02/23","23:18","-0.134","-","-0.02"
"2023/02/23","23:24","-0.12","-","0.01"
"2023/02/23","23:30","-0.104","-","0.02"
"2023/02/23","23:36","-0.086","-","0"
"2023/02/23","23:42","-0.067","-","0.01"
"2023/02/23","23:48","-0.045","-","0.02"
"2023/02/23","23:54","-0.023","-","0.07"
"2023/02/24","00:00","0.002","-","0.07"
"2023/02/24","00:06","0.027","-","0.08"
"2023/02/24","00:12","0.055","-","0.1"
"2023/02/24","00:18","0.083","-","0.14"
"2023/02/24","00:24","0.113","-","0.16"
"2023/02/24","00:30","0.144","-","0.17"
"2023/02/24","00:36","0.176","-","0.21"
"2023/02/24","00:42","0.209","-","0.25"
"2023/02/24","00:48","0.243","-","0.29"
"2023/02/24","00:54","0.277","-","0.27"
"2023/02/24","01:00","0.313","-","0.33"
"2023/02/24","01:06","0.349","-","0.36"
"2023/02/24","01:12","0.386","-","0.38"
"2023/02/24","01:18","0.423","-","0.44"
"2023/02/24","01:24","0.46","-","0.47"
"2023/02/24","01:30","0.498","-","0.52"
"2023/02/24","01:36","0.536","-","0.54"
"2023/02/24","01:42","0.574","-","0.55"
"2023/02/24","01:48","0.612","-","0.57"
"2023/02/24","01:54","0.65","-","0.63"
"2023/02/24","02:00","0.688","-","0.66"
"2023/02/24","02:06","0.726","-","0.67"
"2023/02/24","02:12","0.763","-","0.74"
"2023/02/24","02:18","0.8","-","0.77"
"2023/02/24","02:24","0.836","-","0.8"
"2023/02/24","02:30","0.872","-","0.82"
"2023/02/24","02:36","0.907","-","0.86"
"2023/02/24","02:42","0.942","-","0.91"
"2023/02/24","02:48","0.976","-","0.94"
"2023/02/24","02:54","1.009","-","0.96"
"2023/02/24","03:00","1.041","-","0.99"
"2023/02/24","03:06","1.072","-","1.04"
"2023/02/24","03:12","1.102","-","1.04"
"2023/02/24","03:18","1.131","-","1.1"
"2023/02/24","03:24","1.159","-","1.12"
"2023/02/24","03:30","1.186","-","1.13"
"2023/02/24","03:36","1.212","-","1.16"
"2023/02/24","03:42","1.236","-","1.18"
"2023/02/24","03:48","1.26","-","1.2"
"2023/02/24","03:54","1.281","-","1.2"
"2023/02/24","04:00","1.302","-","1.24"
"2023/02/24","04:06","1.321","-","1.26"
"2023/02/24","04:12","1.338","-","1.27"
"2023/02/24","04:18","1.354","-","1.31"
"2023/02/24","04:24","1.368","-","1.34"
"2023/02/24","04:30","1.381","-","1.34"
"2023/02/24","04:36","1.392","-","1.32"
"2023/02/24","04:42","1.402","-","1.34"
"2023/02/24","04:48","1.409","-","1.35"
"2023/02/24","04:54","1.416","-","1.36"
"2023/02/24","05:00","1.42","-","1.34"
"2023/02/24","05:06","1.423","-","1.4"
"2023/02/24","05:12","1.424","-","1.33"
"2023/02/24","05:18","1.423","-","1.3"
"2023/02/24","05:24","1.421","-","1.31"
"2023/02/24","05:30","1.417","-","1.3"
"2023/02/24","05:36","1.412","-","1.27"
"2023/02/24","05:42","1.404","-","1.31"
"2023/02/24","05:48","1.396","-","1.3"
"2023/02/24","05:54","1.385","-","1.28"
"2023/02/24","06:00","1.373","-","1.27"
"2023/02/24","06:06","1.36","-","1.25"
"2023/02/24","06:12","1.345","-","1.26"
"2023/02/24","06:18","1.329","-","1.24"
"2023/02/24","06:24","1.312","-","1.23"
"2023/02/24","06:30","1.293","-","1.22"
"2023/02/24","06:36","1.273","-","1.21"
"2023/02/24","06:42","1.252","-","1.22"
"2023/02/24","06:48","1.23","-","1.19"
"2023/02/24","06:54","1.207","-","1.14"
"2023/02/24","07:00","1.184","-","1.14"
"2023/02/24","07:06","1.159","-","1.12"
"2023/02/24","07:12","1.134","-","1.08"
"2023/02/24","07:18","1.108","-","1.05"
"2023/02/24","07:24","1.081","-","1"
"2023/02/24","07:30","1.055","-","1.01"
"2023/02/24","07:36","1.027","-","0.95"
"2023/02/24","07:42","1","-","0.92"
"2023/02/24","07:48","0.972","-","0.89"
"2023/02/24","07:54","0.944","-","0.88"
"2023/02/24","08:00","0.916","-","0.83"
"2023/02/24","08:06","0.888","-","0.8"
"2023/02/24","08:12","0.861","-","0.8"
"2023/02/24","08:18","0.833","-","0.79"
"2023/02/24","08:24","0.806","-","0.77"
"2023/02/24","08:30","0.779","-","0.74"
"2023/02/24","08:36","0.752","-","0.76"
"2023/02/24","08:42","0.726","-","0.69"
"2023/02/24","08:48","0.7","-","0.67"
"2023/02/24","08:54","0.675","-","0.7"
"2023/02/24","09:00","0.651","-","0.68"
"2023/02/24","09:06","0.627","-","0.63"
"2023/02/24","09:12","0.604","-","0.63"
"2023/02/24","09:18","0.582","-","0.62"
"2023/02/24","09:24","0.56","-","0.63"
"2023/02/24","09:30","0.54","-","0.63"
"2023/02/24","09:36","0.52","-","0.6"
"2023/02/24","09:42","0.502","-","0.57"
"2023/02/24","09:48","0.484","-","0.56"
"2023/02/24","09:54","0.468","-","0.54"
"2023/02/24","10:00","0.452","-","0.49"
"2023/02/24","10:06","0.438","-","0.48"
"2023/02/24","10:12","0.425","-","0.49"
"2023/02/24","10:18","0.413","-","0.52"
"2023/02/24","10:24","0.403","-","0.49"
"2023/02/24","10:30","0.393","-","0.49"
"2023/02/24","10:36","0.385","-","0.52"
"2023/02/24","10:42","0.378","-","0.45"
"2023/02/24","10:48","0.373","-","0.46"
"2023/02/24","10:54","0.369","-","0.46"
"2023/02/24","11:00","0.366","-","0.49"
"2023/02/24","11:06","0.365","-","0.46"
"2023/02/24","11:12","0.365","-","0.49"
"2023/02/24","11:18","0.366","-","0.49"
"2023/02/24","11:24","0.369","-","0.5"
"2023/02/24","11:30","0.373","-","0.51"
"2023/02/24","11:36","0.378","-","0.49"
"2023/02/24","11:42","0.385","-","0.49"
"2023/02/24","11:48","0.393","-","0.53"
"2023/02/24","11:54","0.402","-","0.53"
"2023/02/24","12:00","0.413","-","0.52"
"2023/02/24","12:06","0.424","-","0.55"
"2023/02/24","12:12","0.437","-","0.54"
"2023/02/24","12:18","0.451","-","0.56"
"2023/02/24","12:24","0.466","-","0.56"
"2023/02/24","12:30","0.482","-","0.59"
"2023/02/24","12:36","0.499","-","0.54"
"2023/02/24","12:42","0.517","-","0.59"
"2023/02/24","12:48","0.536","-","0.64"
"2023/02/24","12:54","0.555","-","0.61"
"2023/02/24","13:00","0.575","-","0.67"
"2023/02/24","13:06","0.596","-","0.67"
"2023/02/24","13:12","0.617","-","0.7"
"2023/02/24","13:18","0.639","-","0.68"
"2023/02/24","13:24","0.661","-","0.72"
"2023/02/24","13:30","0.683","-","0.75"
"2023/02/24","13:36","0.706","-","0.77"
"2023/02/24","13:42","0.729","-","0.77"
"2023/02/24","13:48","0.751","-","0.78"
"2023/02/24","13:54","0.774","-","0.81"
"2023/02/24","14:00","0.797","-","0.8"
"2023/02/24","14:06","0.82","-","0.84"
"2023/02/24","14:12","0.842","-","0.89"
"2023/02/24","14:18","0.864","-","0.86"
"2023/02/24","14:24","0.886","-","0.92"
"2023/02/24","14:30","0.907","-","0.92"
"2023/02/24","14:36","0.928","-","0.92"
"2023/02/24","14:42","0.949","-","0.95"
"2023/02/24","14:48","0.969","-","0.98"
"2023/02/24","14:54","0.988","-","1"
"2023/02/24","15:00","1.006","-","0.98"
"2023/02/24","15:06","1.024","-","1.05"
"2023/02/24","15:12","1.041","-","1.13"
"2023/02/24","15:18","1.057","-","1.07"
"2023/02/24","15:24","1.072","-","1.04"
"2023/02/24","15:30","1.087","-","1.12"
"2023/02/24","15:36","1.1","-","1.13"
"2023/02/24","15:42","1.112","-","1.09"
"2023/02/24","15:48","1.124","-","1.15"
"2023/02/24","15:54","1.134","-","1.18"
"2023/02/24","16:00","1.143","-","1.12"
"2023/02/24","16:06","1.151","-","1.12"
"2023/02/24","16:12","1.157","-","1.14"
"2023/02/24","16:18","1.163","-","1.13"
"2023/02/24","16:24","1.167","-","1.11"
"2023/02/24","16:30","1.17","-","1.11"
"2023/02/24","16:36","1.172","-","1.12"
"2023/02/24","16:42","1.172","-","1.08"
"2023/02/24","16:48","1.171","-","1.05"
"2023/02/24","16:54","1.169","-","1.07"
"2023/02/24","17:00","1.165","-","1.02"
"2023/02/24","17:06","1.16","-","1.01"
"2023/02/24","17:12","1.153","-","1.06"
"2023/02/24","17:18","1.145","-","1.03"
"2023/02/24","17:24","1.136","-","1.01"
"2023/02/24","17:30","1.125","-","0.98"
"2023/02/24","17:36","1.112","-","0.94"
"2023/02/24","17:42","1.099","-","0.99"
"2023/02/24","17:48","1.084","-","0.94"
"2023/02/24","17:54","1.067","-","0.95"
"2023/02/24","18:00","1.05","-","0.93"
"2023/02/24","18:06","1.031","-","0.88"
"2023/02/24","18:12","1.01","-","0.87"
"2023/02/24","18:18","0.989","-","0.88"
"2023/02/24","18:24","0.966","-","0.83"
"2023/02/24","18:30","0.942","-","0.79"
"2023/02/24","18:36","0.917","-","0.8"
"2023/02/24","18:42","0.891","-","0.78"
"2023/02/24","18:48","0.865","-","0.72"
"2023/02/24","18:54","0.837","-","0.7"
"2023/02/24","19:00","0.808","-","0.71"
"2023/02/24","19:06","0.779","-","0.72"
"2023/02/24","19:12","0.749","-","0.65"
"2023/02/24","19:18","0.719","-","0.63"
"2023/02/24","19:24","0.688","-","0.62"
"2023/02/24","19:30","0.656","-","0.57"
"2023/02/24","19:36","0.624","-","0.52"
"2023/02/24","19:42","0.592","-","0.51"
"2023/02/24","19:48","0.56","-","0.48"
"2023/02/24","19:54","0.528","-","0.41"
"2023/02/24","20:00","0.496","-","0.41"
"2023/02/24","20:06","0.464","-","0.36"
"2023/02/24","20:12","0.432","-","0.35"
"2023/02/24","20:18","0.4","-","0.31"
"2023/02/24","20:24","0.369","-","0.3"
"2023/02/24","20:30","0.338","-","0.27"
"2023/02/24","20:36","0.308","-","0.25"
"2023/02/24","20:42","0.278","-","0.23"
"2023/02/24","20:48","0.249","-","0.17"
"2023/02/24","20:54","0.22","-","0.19"
"2023/02/24","21:00","0.192","-","0.15"
"2023/02/24","21:06","0.165","-","0.13"
"2023/02/24","21:12","0.139","-","0.07"
"2023/02/24","21:18","0.114","-","0.08"
"2023/02/24","21:24","0.09","-","0.05"
"2023/02/24","21:30","0.067","-","0.03"
"2023/02/24","21:36","0.045","-","0"
"2023/02/24","21:42","0.025","-","0"
"2023/02/24","21:48","0.005","-","0"
"2023/02/24","21:54","-0.013","-","-0.05"
"2023/02/24","22:00","-0.03","-","0"
"2023/02/24","22:06","-0.046","-","-0.05"
"2023/02/24","22:12","-0.06","-","-0.07"
"2023/02/24","22:18","-0.073","-","-0.07"
"2023/02/24","22:24","-0.084","-","-0.08"
"2023/02/24","22:30","-0.095","-","-0.06"
"2023/02/24","22:36","-0.103","-","-0.06"
"2023/02/24","22:42","-0.11","-","-0.07"
"2023/02/24","22:48","-0.115","-","-0.08"
"2023/02/24","22:54","-0.119","-","-0.07"
"2023/02/24","23:00","-0.122","-","-0.09"
"2023/02/24","23:06","-0.122","-","-0.08"
"2023/02/24","23:12","-0.122","-","-0.04"
"2023/02/24","23:18","-0.119","-","-0.08"
"2023/02/24","23:24","-0.115","-","-0.08"
"2023/02/24","23:30","-0.109","-","-0.02"
"2023/02/24","23:36","-0.102","-","0.03"
"2023/02/24","23:42","-0.093","-","-0.02"
"2023/02/24","23:48","-0.082","-","-0.06"
"2023/02/24","23:54","-0.07","-","0"
"2023/02/25","00:00","-0.056","-","0.01"
"2023/02/25","00:06","-0.041","-","0.03"
"2023/02/25","00:12","-0.024","-","0.05"
"2023/02/25","00:18","-0.006","-","0.07"
"2023/02/25","00:24","0.014","-","0.1"
"2023/02/25","00:30","0.035","-","0.11"
"2023/02/25","00:36","0.058","-","0.11"
"2023/02/25","00:42","0.081","-","0.14"
"2023/02/25","00:48","0.106","-","0.21"
"2023/02/25","00:54","0.133","-","0.22"
"2023/02/25","01:00","0.16","-","0.23"
"2023/02/25","01:06","0.188","-","0.25"
"2023/02/25","01:12","0.218","-","0.29"
"2023/02/25","01:18","0.248","-","0.28"
"2023/02/25","01:24","0.279","-","0.34"
"2023/02/25","01:30","0.311","-","0.37"
"2023/02/25","01:36","0.344","-","0.43"
"2023/02/25","01:42","0.377","-","0.46"
"2023/02/25","01:48","0.411","-","0.43"
"2023/02/25","01:54","0.445","-","0.49"
"2023/02/25","02:00","0.48","-","0.51"
"2023/02/25","02:06","0.515","-","0.5"
"2023/02/25","02:12","0.55","-","0.54"
"2023/02/25","02:18","0.585","-","0.59"
"2023/02/25","02:24","0.62","-","0.62"
"2023/02/25","02:30","0.656","-","0.65"
"2023/02/25","02:36","0.691","-","0.66"
"2023/02/25","02:42","0.726","-","0.71"
"2023/02/25","02:48","0.761","-","0.74"
"2023/02/25","02:54","0.796","-","0.75"
"2023/02/25","03:00","0.83","-","0.78"
"2023/02/25","03:06","0.864","-","0.84"
"2023/02/25","03:12","0.897","-","0.87"
"2023/02/25","03:18","0.93","-","0.91"
"2023/02/25","03:24","0.963","-","0.92"
"2023/02/25","03:30","0.995","-","0.96"
"2023/02/25","03:36","1.026","-","1.02"
"2023/02/25","03:42","1.056","-","1.03"
"2023/02/25","03:48","1.086","-","1.06"
"2023/02/25","03:54","1.115","-","1.12"
"2023/02/25","04:00","1.143","-","1.13"
"2023/02/25","04:06","1.17","-","1.13"
"2023/02/25","04:12","1.196","-","1.15"
"2023/02/25","04:18","1.222","-","1.17"
"2023/02/25","04:24","1.246","-","1.2"
"2023/02/25","04:30","1.269","-","1.21"
"2023/02/25","04:36","1.291","-","1.25"
"2023/02/25","04:42","1.312","-","1.28"
"2023/02/25","04:48","1.332","-","1.26"
"2023/02/25","04:54","1.351","-","1.28"
"2023/02/25","05:00","1.368","-","1.29"
"2023/02/25","05:06","1.385","-","1.3"
"2023/02/25","05:12","1.4","-","1.31"
"2023/02/25","05:18","1.413","-","1.32"
"2023/02/25","05:24","1.426","-","1.33"
"2023/02/25","05:30","1.437","-","1.36"
"2023/02/25","05:36","1.446","-","1.36"
"2023/02/25","05:42","1.454","-","1.37"
"2023/02/25","05:48","1.461","-","1.38"
"2023/02/25","05:54","1.466","-","1.4"
"2023/02/25","06:00","1.47","-","1.37"
"2023/02/25","06:06","1.473","-","1.37"
"2023/02/25","06:12","1.474","-","1.38"
"2023/02/25","06:18","1.474","-","1.38"
"2023/02/25","06:24","1.472","-","1.34"
"2023/02/25","06:30","1.469","-","1.34"
"2023/02/25","06:36","1.464","-","1.33"
"2023/02/25","06:42","1.458","-","1.3"
"2023/02/25","06:48","1.451","-","1.31"
"2023/02/25","06:54","1.442","-","1.3"
"2023/02/25","07:00","1.433","-","1.28"
"2023/02/25","07:06","1.422","-","1.27"
"2023/02/25","07:12","1.409","-","1.29"
"2023/02/25","07:18","1.396","-","1.28"
"2023/02/25","07:24","1.382","-","1.28"
"2023/02/25","07:30","1.366","-","1.28"
"2023/02/25","07:36","1.35","-","1.25"
"2023/02/25","07:42","1.333","-","1.22"
"2023/02/25","07:48","1.314","-","1.2"
"2023/02/25","07:54","1.296","-","1.18"
"2023/02/25","08:00","1.276","-","1.19"
"2023/02/25","08:06","1.256","-","1.18"
"2023/02/25","08:12","1.235","-","1.16"
"2023/02/25","08:18","1.213","-","1.13"
"2023/02/25","08:24","1.191","-","1.12"
"2023/02/25","08:30","1.169","-","1.06"
"2023/02/25","08:36","1.146","-","1.05"
"2023/02/25","08:42","1.124","-","1.06"
"2023/02/25","08:48","1.1","-","1.03"
"2023/02/25","08:54","1.077","-","0.99"
"2023/02/25","09:00","1.054","-","1.01"
"2023/02/25","09:06","1.031","-","1"
"2023/02/25","09:12","1.007","-","0.97"
"2023/02/25","09:18","0.984","-","0.93"
"2023/02/25","09:24","0.961","-","0.9"
"2023/02/25","09:30","0.938","-","0.9"
"2023/02/25","09:36","0.915","-","0.92"
"2023/02/25","09:42","0.893","-","0.91"
"2023/02/25","09:48","0.871","-","0.87"
"2023/02/25","09:54","0.849","-","0.89"
"2023/02/25","10:00","0.828","-","0.89"
"2023/02/25","10:06","0.807","-","0.85"
"2023/02/25","10:12","0.787","-","0.8"
"2023/02/25","10:18","0.767","-","0.81"
"2023/02/25","10:24","0.748","-","0.82"
"2023/02/25","10:30","0.73","-","0.79"
"2023/02/25","10:36","0.712","-","0.77"
"2023/02/25","10:42","0.695","-","0.74"
"2023/02/25","10:48","0.678","-","0.74"
"2023/02/25","10:54","0.662","-","0.72"
"2023/02/25","11:00","0.647","-","0.69"
"2023/02/25","11:06","0.633","-","0.72"
